[None, array([90., 80., 70.], dtype=float32), array([0.00316052, 0.00316006, 0.00315938], dtype=float32), 0.0, array(85., dtype=float32), 85.0]
[None, array([90., 80., 70.], dtype=float32), array([0.34651014, 0.344165  , 0.34266976], dtype=float32), 82.4841, array(85., dtype=float32), 2.5158997]
[None, array([90., 80., 70.], dtype=float32), array([0.3464296 , 0.3440031 , 0.34246564], dtype=float32), 82.44961, array(85., dtype=float32), 2.5503922]
[None, array([90., 80., 70.], dtype=float32), array([0.34634903, 0.34384122, 0.34226152], dtype=float32), 82.415115, array(85., dtype=float32), 2.5848846]
[None, array([90., 80., 70.], dtype=float32), array([0.34626848, 0.34367934, 0.3420574 ], dtype=float32), 82.38063, array(85., dtype=float32), 2.6193695]
[None, array([90., 80., 70.], dtype=float32), array([0.34618792, 0.34351745, 0.3418533 ], dtype=float32), 82.34614, array(85., dtype=float32), 2.653862]
[None, array([90., 80., 70.], dtype=float32), array([0.34610736, 0.34335557, 0.34164917], dtype=float32), 82.31165, array(85., dtype=float32), 2.6883469]
[None, array([90., 80., 70.], dtype=float32), array([0.3460268 , 0.34319368, 0.34144506], dtype=float32), 82.27716, array(85., dtype=float32), 2.7228394]
[None, array([90., 80., 70.], dtype=float32), array([0.34594625, 0.3430318 , 0.34124094], dtype=float32), 82.24267, array(85., dtype=float32), 2.7573318]
[None, array([90., 80., 70.], dtype=float32), array([0.3458657 , 0.3428699 , 0.34103683], dtype=float32), 82.20818, array(85., dtype=float32), 2.7918167]
[None, array([90., 80., 70.], dtype=float32), array([0.34578514, 0.34270802, 0.3408327 ], dtype=float32), 82.17369, array(85., dtype=float32), 2.8263092]
[None, array([90., 80., 70.], dtype=float32), array([0.3457046 , 0.34254614, 0.3406286 ], dtype=float32), 82.139206, array(85., dtype=float32), 2.860794]
[None, array([90., 80., 70.], dtype=float32), array([0.34562403, 0.34238425, 0.34042448], dtype=float32), 82.10471, array(85., dtype=float32), 2.8952866]
[None, array([90., 80., 70.], dtype=float32), array([0.34554347, 0.34222236, 0.34022036], dtype=float32), 82.07023, array(85., dtype=float32), 2.9297714]
[None, array([90., 80., 70.], dtype=float32), array([0.3475415 , 0.34421435, 0.3422076 ], dtype=float32), 82.548515, array(85., dtype=float32), 2.4514847]
[None, array([90., 80., 70.], dtype=float32), array([0.34746096, 0.34405246, 0.3420035 ], dtype=float32), 82.51402, array(85., dtype=float32), 2.4859772]
[None, array([90., 80., 70.], dtype=float32), array([0.3473804 , 0.34389058, 0.34179938], dtype=float32), 82.47954, array(85., dtype=float32), 2.520462]
[None, array([90., 80., 70.], dtype=float32), array([0.34729984, 0.3437287 , 0.34159526], dtype=float32), 82.44505, array(85., dtype=float32), 2.554947]
[None, array([90., 80., 70.], dtype=float32), array([0.3472193 , 0.3435668 , 0.34139115], dtype=float32), 82.41056, array(85., dtype=float32), 2.5894394]
[None, array([90., 80., 70.], dtype=float32), array([0.34713873, 0.34340492, 0.34118703], dtype=float32), 82.37607, array(85., dtype=float32), 2.623932]
[None, array([90., 80., 70.], dtype=float32), array([0.34705818, 0.34324303, 0.3409829 ], dtype=float32), 82.34158, array(85., dtype=float32), 2.6584167]
[None, array([90., 80., 70.], dtype=float32), array([0.34697762, 0.34308115, 0.3407788 ], dtype=float32), 82.30709, array(85., dtype=float32), 2.6929092]
[None, array([90., 80., 70.], dtype=float32), array([0.34689707, 0.34291926, 0.34057468], dtype=float32), 82.272606, array(85., dtype=float32), 2.727394]
[None, array([90., 80., 70.], dtype=float32), array([0.3468165 , 0.34275737, 0.34037057], dtype=float32), 82.23811, array(85., dtype=float32), 2.7618866]
[None, array([90., 80., 70.], dtype=float32), array([0.34673595, 0.3425955 , 0.34016645], dtype=float32), 82.20363, array(85., dtype=float32), 2.7963715]
[None, array([90., 80., 70.], dtype=float32), array([0.3466554 , 0.3424336 , 0.33996233], dtype=float32), 82.169136, array(85., dtype=float32), 2.830864]
[None, array([90., 80., 70.], dtype=float32), array([0.34657484, 0.34227172, 0.33975822], dtype=float32), 82.13464, array(85., dtype=float32), 2.8653564]
[None, array([90., 80., 70.], dtype=float32), array([0.3464943 , 0.34210983, 0.3395541 ], dtype=float32), 82.10016, array(85., dtype=float32), 2.8998413]
[None, array([90., 80., 70.], dtype=float32), array([0.34849232, 0.34410182, 0.34154135], dtype=float32), 82.578445, array(85., dtype=float32), 2.4215546]
[None, array([90., 80., 70.], dtype=float32), array([0.34841177, 0.34393993, 0.34133723], dtype=float32), 82.54396, array(85., dtype=float32), 2.4560394]
[None, array([90., 80., 70.], dtype=float32), array([0.3483312 , 0.34377804, 0.34113312], dtype=float32), 82.50947, array(85., dtype=float32), 2.490532]
[None, array([90., 80., 70.], dtype=float32), array([0.34825066, 0.34361616, 0.340929  ], dtype=float32), 82.47498, array(85., dtype=float32), 2.5250168]
[None, array([90., 80., 70.], dtype=float32), array([0.3481701 , 0.34345427, 0.3407249 ], dtype=float32), 82.44049, array(85., dtype=float32), 2.5595093]
[None, array([90., 80., 70.], dtype=float32), array([0.34808955, 0.3432924 , 0.34052077], dtype=float32), 82.406006, array(85., dtype=float32), 2.5939941]
[None, array([90., 80., 70.], dtype=float32), array([0.348009  , 0.3431305 , 0.34031665], dtype=float32), 82.37151, array(85., dtype=float32), 2.6284866]
[None, array([90., 80., 70.], dtype=float32), array([0.34792843, 0.3429686 , 0.34011254], dtype=float32), 82.33702, array(85., dtype=float32), 2.6629791]
[None, array([90., 80., 70.], dtype=float32), array([0.34784788, 0.34280673, 0.33990842], dtype=float32), 82.302536, array(85., dtype=float32), 2.697464]
[None, array([90., 80., 70.], dtype=float32), array([0.34776732, 0.34264484, 0.3397043 ], dtype=float32), 82.26805, array(85., dtype=float32), 2.7319489]
[None, array([90., 80., 70.], dtype=float32), array([0.34768677, 0.34248295, 0.3395002 ], dtype=float32), 82.23356, array(85., dtype=float32), 2.7664413]
[None, array([90., 80., 70.], dtype=float32), array([0.3476062 , 0.34232107, 0.33929607], dtype=float32), 82.199066, array(85., dtype=float32), 2.8009338]
[None, array([90., 80., 70.], dtype=float32), array([0.34752566, 0.34215918, 0.33909196], dtype=float32), 82.16458, array(85., dtype=float32), 2.8354187]
[None, array([90., 80., 70.], dtype=float32), array([0.3474451 , 0.3419973 , 0.33888784], dtype=float32), 82.13009, array(85., dtype=float32), 2.8699112]
[None, array([90., 80., 70.], dtype=float32), array([0.34736454, 0.3418354 , 0.33868372], dtype=float32), 82.0956, array(85., dtype=float32), 2.9044037]
[None, array([90., 80., 70.], dtype=float32), array([0.34936258, 0.3438274 , 0.34067097], dtype=float32), 82.57389, array(85., dtype=float32), 2.4261093]
[None, array([90., 80., 70.], dtype=float32), array([0.34928203, 0.3436655 , 0.34046686], dtype=float32), 82.539406, array(85., dtype=float32), 2.4605942]
[None, array([90., 80., 70.], dtype=float32), array([0.34920147, 0.34350362, 0.34026274], dtype=float32), 82.50491, array(85., dtype=float32), 2.4950867]
[None, array([90., 80., 70.], dtype=float32), array([0.34912091, 0.34334174, 0.34005862], dtype=float32), 82.47042, array(85., dtype=float32), 2.5295792]
[None, array([90., 80., 70.], dtype=float32), array([0.34904036, 0.34317985, 0.3398545 ], dtype=float32), 82.43593, array(85., dtype=float32), 2.5640717]
[None, array([90., 80., 70.], dtype=float32), array([0.3489598 , 0.34301797, 0.3396504 ], dtype=float32), 82.40144, array(85., dtype=float32), 2.5985565]
[None, array([90., 80., 70.], dtype=float32), array([0.34887925, 0.34285608, 0.33944628], dtype=float32), 82.36696, array(85., dtype=float32), 2.6330414]
[None, array([90., 80., 70.], dtype=float32), array([0.3487987 , 0.3426942 , 0.33924216], dtype=float32), 82.332466, array(85., dtype=float32), 2.6675339]
[None, array([90., 80., 70.], dtype=float32), array([0.34871814, 0.3425323 , 0.33903804], dtype=float32), 82.29797, array(85., dtype=float32), 2.7020264]
[None, array([90., 80., 70.], dtype=float32), array([0.34863758, 0.34237042, 0.33883393], dtype=float32), 82.26349, array(85., dtype=float32), 2.7365112]
[None, array([90., 80., 70.], dtype=float32), array([0.34855703, 0.34220853, 0.3386298 ], dtype=float32), 82.229004, array(85., dtype=float32), 2.770996]
[None, array([90., 80., 70.], dtype=float32), array([0.34847647, 0.34204665, 0.3384257 ], dtype=float32), 82.19451, array(85., dtype=float32), 2.8054886]
[None, array([90., 80., 70.], dtype=float32), array([0.3483959 , 0.34188476, 0.33822158], dtype=float32), 82.16002, array(85., dtype=float32), 2.839981]
[None, array([90., 80., 70.], dtype=float32), array([0.34831536, 0.34172288, 0.33801746], dtype=float32), 82.125534, array(85., dtype=float32), 2.874466]
[None, array([90., 80., 70.], dtype=float32), array([0.3482348 , 0.341561  , 0.33781335], dtype=float32), 82.09104, array(85., dtype=float32), 2.9089584]
[None, array([90., 80., 70.], dtype=float32), array([0.35023284, 0.34355298, 0.3398006 ], dtype=float32), 82.569336, array(85., dtype=float32), 2.430664]
[None, array([90., 80., 70.], dtype=float32), array([0.35015228, 0.3433911 , 0.33959648], dtype=float32), 82.53484, array(85., dtype=float32), 2.4651566]
[None, array([90., 80., 70.], dtype=float32), array([0.35007173, 0.3432292 , 0.33939236], dtype=float32), 82.50036, array(85., dtype=float32), 2.4996414]
[None, array([90., 80., 70.], dtype=float32), array([0.34999117, 0.34306732, 0.33918825], dtype=float32), 82.465866, array(85., dtype=float32), 2.534134]
[None, array([90., 80., 70.], dtype=float32), array([0.34991062, 0.34290543, 0.33898413], dtype=float32), 82.43138, array(85., dtype=float32), 2.5686188]
[None, array([90., 80., 70.], dtype=float32), array([0.34983006, 0.34274355, 0.33878002], dtype=float32), 82.39689, array(85., dtype=float32), 2.6031113]
[None, array([90., 80., 70.], dtype=float32), array([0.3497495 , 0.34258166, 0.3385759 ], dtype=float32), 82.3624, array(85., dtype=float32), 2.6376038]
[None, array([90., 80., 70.], dtype=float32), array([0.34966895, 0.34241977, 0.33837178], dtype=float32), 82.32791, array(85., dtype=float32), 2.6720886]
[None, array([90., 80., 70.], dtype=float32), array([0.3495884 , 0.3422579 , 0.33816767], dtype=float32), 82.29343, array(85., dtype=float32), 2.7065735]
[None, array([90., 80., 70.], dtype=float32), array([0.34950784, 0.342096  , 0.33796355], dtype=float32), 82.258934, array(85., dtype=float32), 2.741066]
[None, array([90., 80., 70.], dtype=float32), array([0.34942728, 0.3419341 , 0.33775944], dtype=float32), 82.22444, array(85., dtype=float32), 2.7755585]
[None, array([90., 80., 70.], dtype=float32), array([0.34934673, 0.34177223, 0.33755532], dtype=float32), 82.18996, array(85., dtype=float32), 2.8100433]
[None, array([90., 80., 70.], dtype=float32), array([0.34926617, 0.34161034, 0.3373512 ], dtype=float32), 82.15547, array(85., dtype=float32), 2.8445282]
[None, array([90., 80., 70.], dtype=float32), array([0.34918562, 0.34144846, 0.3371471 ], dtype=float32), 82.12098, array(85., dtype=float32), 2.8790207]
[None, array([90., 80., 70.], dtype=float32), array([0.35118365, 0.34344044, 0.33913434], dtype=float32), 82.599266, array(85., dtype=float32), 2.400734]
[None, array([90., 80., 70.], dtype=float32), array([0.3511031 , 0.34327856, 0.33893022], dtype=float32), 82.56478, array(85., dtype=float32), 2.4352188]
[None, array([90., 80., 70.], dtype=float32), array([0.35102254, 0.34311667, 0.3387261 ], dtype=float32), 82.53029, array(85., dtype=float32), 2.4697113]
[None, array([90., 80., 70.], dtype=float32), array([0.350942  , 0.34295478, 0.338522  ], dtype=float32), 82.495804, array(85., dtype=float32), 2.5041962]
[None, array([90., 80., 70.], dtype=float32), array([0.35086143, 0.3427929 , 0.33831787], dtype=float32), 82.46131, array(85., dtype=float32), 2.5386887]
[None, array([90., 80., 70.], dtype=float32), array([0.35078087, 0.342631  , 0.33811375], dtype=float32), 82.42682, array(85., dtype=float32), 2.5731812]
[None, array([90., 80., 70.], dtype=float32), array([0.35070032, 0.34246913, 0.33790964], dtype=float32), 82.392334, array(85., dtype=float32), 2.607666]
[None, array([90., 80., 70.], dtype=float32), array([0.35061976, 0.34230724, 0.33770552], dtype=float32), 82.35785, array(85., dtype=float32), 2.6421509]
[None, array([90., 80., 70.], dtype=float32), array([0.3505392 , 0.34214535, 0.3375014 ], dtype=float32), 82.32336, array(85., dtype=float32), 2.6766434]
[None, array([90., 80., 70.], dtype=float32), array([0.35045865, 0.34198347, 0.3372973 ], dtype=float32), 82.288864, array(85., dtype=float32), 2.7111359]
[None, array([90., 80., 70.], dtype=float32), array([0.3503781 , 0.34182158, 0.33709317], dtype=float32), 82.25438, array(85., dtype=float32), 2.7456207]
[None, array([90., 80., 70.], dtype=float32), array([0.35029754, 0.3416597 , 0.33688906], dtype=float32), 82.219894, array(85., dtype=float32), 2.7801056]
[None, array([90., 80., 70.], dtype=float32), array([0.35021698, 0.3414978 , 0.33668494], dtype=float32), 82.1854, array(85., dtype=float32), 2.814598]
[None, array([90., 80., 70.], dtype=float32), array([0.35013643, 0.34133592, 0.33648083], dtype=float32), 82.15091, array(85., dtype=float32), 2.8490906]
[None, array([90., 80., 70.], dtype=float32), array([0.35005587, 0.34117404, 0.3362767 ], dtype=float32), 82.11642, array(85., dtype=float32), 2.883583]
[None, array([90., 80., 70.], dtype=float32), array([0.3520539 , 0.34316602, 0.33826396], dtype=float32), 82.59471, array(85., dtype=float32), 2.4052887]
[None, array([90., 80., 70.], dtype=float32), array([0.35197335, 0.34300414, 0.33805984], dtype=float32), 82.56023, array(85., dtype=float32), 2.4397736]
[None, array([90., 80., 70.], dtype=float32), array([0.3518928 , 0.34284225, 0.33785573], dtype=float32), 82.525734, array(85., dtype=float32), 2.474266]
[None, array([90., 80., 70.], dtype=float32), array([0.35181224, 0.34268036, 0.3376516 ], dtype=float32), 82.49124, array(85., dtype=float32), 2.5087585]
[None, array([90., 80., 70.], dtype=float32), array([0.3517317 , 0.34251848, 0.3374475 ], dtype=float32), 82.45676, array(85., dtype=float32), 2.5432434]
[None, array([90., 80., 70.], dtype=float32), array([0.35165113, 0.3423566 , 0.33724338], dtype=float32), 82.422264, array(85., dtype=float32), 2.577736]
[None, array([90., 80., 70.], dtype=float32), array([0.35157058, 0.3421947 , 0.33703926], dtype=float32), 82.38777, array(85., dtype=float32), 2.6122284]
[None, array([90., 80., 70.], dtype=float32), array([0.35149002, 0.34203282, 0.33683515], dtype=float32), 82.35329, array(85., dtype=float32), 2.6467133]
[None, array([90., 80., 70.], dtype=float32), array([0.35140947, 0.34187093, 0.33663103], dtype=float32), 82.3188, array(85., dtype=float32), 2.6811981]
[None, array([90., 80., 70.], dtype=float32), array([0.3513289 , 0.34170905, 0.3364269 ], dtype=float32), 82.28431, array(85., dtype=float32), 2.7156906]
[None, array([90., 80., 70.], dtype=float32), array([0.35124835, 0.34154716, 0.3362228 ], dtype=float32), 82.24982, array(85., dtype=float32), 2.750183]
[None, array([90., 80., 70.], dtype=float32), array([0.3511678 , 0.34138528, 0.33601868], dtype=float32), 82.21533, array(85., dtype=float32), 2.784668]
[None, array([90., 80., 70.], dtype=float32), array([0.35108724, 0.3412234 , 0.33581457], dtype=float32), 82.18084, array(85., dtype=float32), 2.8191605]
[None, array([90., 80., 70.], dtype=float32), array([0.3510067 , 0.3410615 , 0.33561045], dtype=float32), 82.146355, array(85., dtype=float32), 2.8536453]
[None, array([90., 80., 70.], dtype=float32), array([0.35300472, 0.3430535 , 0.3375977 ], dtype=float32), 82.62464, array(85., dtype=float32), 2.3753586]
[None, array([90., 80., 70.], dtype=float32), array([0.35292417, 0.3428916 , 0.33739358], dtype=float32), 82.59015, array(85., dtype=float32), 2.409851]
[None, array([90., 80., 70.], dtype=float32), array([0.3528436 , 0.34272972, 0.33718947], dtype=float32), 82.555664, array(85., dtype=float32), 2.444336]
[None, array([90., 80., 70.], dtype=float32), array([0.35276306, 0.34256783, 0.33698535], dtype=float32), 82.52118, array(85., dtype=float32), 2.4788208]
[None, array([90., 80., 70.], dtype=float32), array([0.3526825 , 0.34240595, 0.33678123], dtype=float32), 82.48669, array(85., dtype=float32), 2.5133133]
[None, array([90., 80., 70.], dtype=float32), array([0.35260195, 0.34224406, 0.33657712], dtype=float32), 82.452194, array(85., dtype=float32), 2.5478058]
[None, array([90., 80., 70.], dtype=float32), array([0.3525214 , 0.34208217, 0.336373  ], dtype=float32), 82.41771, array(85., dtype=float32), 2.5822906]
